,NewsID,Text,NewsCategory,BertEmotion,Text2Emotion,NewsSensitivity,NewsPolarity,NewsHandler,LoveCnt,FearCnt,JoyCnt,SadnessCnt,SurpriseCnt,AngerCnt
33,1551956760109400067,protesters are angry over un missions failure stem violence eastern drc pictures,politics,Sadness,Fear,0.65,Negative,AJEnglish,0,0,0,0,0,0
34,1551951951428046848,visit canada pope francis apologised indigenous people evil residential schools journalist speaks some survivors,politics,Sadness,Sad,1.0,Negative,AJEnglish,2,6,0,2,0,0
35,1551946602549477381,what is significance lac ste anne sacred site pope francis will visit his trip mend relations with indigenous communities,politics,Love,Fear,0.0,Neutral,AJEnglish,1,0,0,0,0,0
36,1551941587567099905,what is nord stream 1 why is it crucial europe,tech,Love,Fear,1.0,Neutral,AJEnglish,6,0,1,0,0,0
37,1551937888152985600,turkeys recep tayyip erdogan will hold meeting with his russian counterpart president vladimir putin black sea resort sochi august 5 follow our live coverage,business,Love,Sad,0.3111111111111111,Negative,AJEnglish,0,0,0,0,0,0
38,1551934111954063360,at least 5 people have been killed 50 others wounded second day anti un protests dr congos goma read more,entertainment,Fear,Sad,0.225,Neutral,AJEnglish,6,2,0,2,0,0
39,1551928588991086597,russia has decided quit international space station after 2024 focus creating its own orbital outpost,business,Love,Fear,0.5,Positive,AJEnglish,5,4,0,1,0,0
40,1552028535992291330,sunak truss debate abandoned after host faints,politics,Fear,Fear,0.0,Neutral,AJEnglish,1,0,0,0,0,0
41,1552028264461377537,rt theres been lot stories where ukraine side their family is calling literally saying hey were being bomb,entertainment,Sadness,Surprise,0.0,Neutral,AJEnglish,0,0,0,0,0,0
42,1552024746371551245,ugandas museveni extols africa russia ties during lavrov visit,business,Love,Fear,0.0,Neutral,AJEnglish,2,6,0,1,0,0
43,1552019703438139393,rt stories you shouldnt miss today july 26,sport,Fear,Sad,0.0,Neutral,AJEnglish,0,0,0,0,0,0
44,1552017158078488578,what we know about uss californias oak fire its spread read more,tech,Love,Sad,0.5,Positive,AJEnglish,0,1,1,0,0,0
45,1552013385633435648,will extreme weather spur world leaders act climate change discusses global heatwaves whether they will motivate countries agree real climate action join conversation live youtube,politics,Love,Surprise,0.38,Positive,AJEnglish,2,0,0,0,0,0
46,1552013385046188032,argentinians mark 70 years since death former first lady eva peron charismatic figure hailed fighting women poor pictures,entertainment,Love,Fear,0.4833333333333333,Positive,AJEnglish,2,1,0,0,0,0
47,1552229342289313795,rt what did these small children do four children one family have been killed by russian air attack syrias oppo,entertainment,Fear,Surprise,0.13333333333333333,Negative,AJEnglish,0,0,0,0,0,0
48,1552223664740892678,three separate attacks that rocked nigeria july 5 clearly demonstrated that countrys security forces are no longer able protect themselves let alone public by,tech,Love,Fear,0.35833333333333334,Positive,AJEnglish,3,3,0,0,0,0
49,1552218528782106625,sweden has not yet extradited suspects turkey seeks over terrorism related charges despite nordic countrys pledge do so return ankaras backing its nato membership bid says turkish foreign minister live updates,politics,Love,Surprise,0.3416666666666666,Positive,AJEnglish,0,0,0,0,0,0
50,1552215518735646721,shireen abu akleh family meets us secretary state antony blinken washington,politics,Love,Surprise,0.0,Neutral,AJEnglish,2,1,1,2,0,0
51,1552210570593669122,you cant approve or adopt new constitution with less than 30 voters low turnout tunisias constitutional referendum shows president kais saieds weakness says opposition,politics,Fear,Fear,0.2737373737373738,Negative,AJEnglish,2,0,0,0,0,0
52,1552202702997934080,lufthansa ground staff are staging mass strike across germany leaving angry passengers stranded as hundreds flights are cancelled its latest saga european summer travel chaos,business,Sadness,Sad,0.6333333333333333,Neutral,AJEnglish,1,1,0,1,0,0
53,1552199897033719808,at least four people have died 60 others injured after powerful earthquake hit northern philippines says countrys interior minister,politics,Fear,Fear,0.7,Neutral,AJEnglish,0,0,0,0,0,0
54,1552197518880284674,as russia ukraine war enters its 154th day we take look at main developments,business,Love,Sad,0.3333333333333333,Positive,AJEnglish,0,0,0,0,0,0
55,1552197247898718208,russia ukraine war july 27 updates ukrainian president volodymyr zelenskyy says nearly 40 000 russian soldiers have been killed tens thousands more wounded maimed since february 24 follow our live coverage,business,Fear,Surprise,0.27999999999999997,Positive,AJEnglish,4,4,0,2,0,0
56,1552187279254474752,we are still experiencing aftershocks earthquake hits northern philippines luzon island rescue relief teams ordered by president ferdinand marcos jr,entertainment,Love,Fear,0.0,Neutral,AJEnglish,3,2,0,1,0,0
57,1552184852631494661,chinas wuhan shuts businesses public transport over 4 covid 19 cases,business,Fear,Fear,0.06666666666666667,Neutral,AJEnglish,5,3,1,1,0,0
58,1552178070412468224,rt i am deeply sorry pope francis apologises indigenous people church members role abuses that took place at,politics,Fear,Sad,1.0,Negative,AJEnglish,0,0,0,0,0,0
59,1552149321939927040,fifth biden xi call expected thursday as tensions simmer,business,Sadness,Fear,0.4,Negative,AJEnglish,3,3,0,1,0,0
60,1552141729293144064,al jazeeras andy richardson takes you through african teams look out at this years world cup qatar full world cup countdown show,sport,Love,Surprise,0.275,Positive,AJEnglish,0,0,0,0,0,0
61,1552134260609486849,colombia peace tribunal charges 19 soldiers 300 murders,business,Sadness,Sad,0.0,Neutral,AJEnglish,0,1,0,0,0,0
62,1552130450109472768,rights groups concerned over nepal plans amend war crime laws,politics,Sadness,Fear,0.0,Neutral,AJEnglish,1,2,0,0,0,0
63,1552126833583443969,what you need know about ferdinand marcos jrs first sona,sport,Love,Fear,0.3333333333333333,Positive,AJEnglish,2,1,0,0,0,0
64,1552126632391020548,horror that sturgess rowley endured forgotten casualties grubby war waged by grubby spies called espionage is antidote fiction promoted by hollywood by andrew mitrovica,entertainment,Fear,Fear,0.0,Neutral,AJEnglish,4,1,0,0,0,0
65,1552122895534641154,millions pakistan without digital id card rights activists,politics,Fear,Fear,0.0,Neutral,AJEnglish,1,1,0,0,0,0
66,1552119184162709505,eu ministers agree gas cuts plan as gazprom tightens squeeze,business,Love,Fear,0.0,Neutral,AJEnglish,1,0,0,0,0,0
67,1552591769191194625,concrete result has not yet been achieved negotiations between moscow washington exchanging prisoners are ongoing but have not yielded any results yet says russias foreign ministry spokeswoman live updates,business,Love,Fear,0.30833333333333335,Positive,AJEnglish,0,0,0,0,0,0
68,1552587164550152193,i can get more customers more money even carry more goods how electric bikes changed how women do business rural zimbabwe,business,Love,Sad,0.375,Positive,AJEnglish,2,1,0,0,0,0
69,1552583389080739841,russians have nothing equivalent how himars rocket launchers are helping ukraine expose russian vulnerability,business,Love,Fear,0.0,Neutral,AJEnglish,0,0,0,0,0,0
70,1552579618661511168,as monkeypox surges world health organization urges reducing number sexual partners,business,Sadness,Fear,0.8333333333333334,Positive,AJEnglish,8,4,2,1,0,0
71,1552575839300206594,amid soaring costs 80 food inflation market trader sri lankas colombo is forced eat less ration medicine buy fuel black market get by,business,Fear,Fear,0.2333333333333333,Negative,AJEnglish,3,2,0,0,0,0
72,1552571925913915392,only beautiful thing we have left is football meet fans moroccan football club raja casablanca who share what club means them how it became lifeline working class youth,sport,Love,Sad,0.6666666666666666,Positive,AJEnglish,0,0,0,0,0,0
73,1552567534687342593,have large pool talented athletes some who were born here some who werent but all who now call australia home how south sudanese australians are finding sense belonging sport,sport,Love,Fear,0.6642857142857143,Positive,AJEnglish,5,2,0,0,0,0
74,1552565029341483008,kim jong un says north korea ready mobilise nuclear deterrent,politics,Love,Fear,0.5,Positive,AJEnglish,5,4,1,1,0,0
75,1552557926014980096,reports nancy pelosis planned trip taiwan have earned forceful rebuke beijing with foreign ministry spokesman zhao lijian saying wednesday us will bear all consequences if visit goes ahead,politics,Sadness,Fear,0.125,Negative,AJEnglish,5,3,0,3,0,0
76,1552551809834704897,russias gazprom cuts gas supply through key pipeline europe,business,Love,Fear,1.0,Neutral,AJEnglish,0,0,0,0,0,0
77,1552545640504119297,russia ukraine war july 28 updates ukraines counter offensive kherson is gathering momentum after kyiv used long range artillery damage three key bridges russia relies says uks defence ministry follow our live coverage,business,Love,Fear,0.6333333333333333,Positive,AJEnglish,11,6,0,2,1,0
78,1552542503869550593,this designer has come up with alternative plastic made humble egg,entertainment,Love,Sad,0.4,Negative,AJEnglish,7,3,0,0,1,0
79,1552526830233690112,china says closely tracking rocket debris hurtling towards earth,tech,Joy,Fear,0.0,Neutral,AJEnglish,1,2,0,1,0,0
80,1552522996534968321,frances macron benin discuss security culture,politics,Love,Fear,0.0,Neutral,AJEnglish,1,4,0,1,0,0
81,1552519227579535361,south africas ramaphosa vows equal pay after womens afcon win,sport,Love,Fear,0.325,Positive,AJEnglish,3,1,0,1,0,0
82,1552515449493094401,pakistan court hands power imran khan ally key punjab state,politics,Love,Fear,1.0,Neutral,AJEnglish,4,3,2,0,0,1
83,1552511682068578304,uk adviser warns nuclear war risk amid communication breakdown,politics,Joy,Fear,0.0,Neutral,AJEnglish,3,2,1,1,0,0
84,1552507942909480960,kim jong un says n korea ready mobilise nuclear deterrent,business,Love,Fear,0.5,Positive,AJEnglish,4,3,2,1,0,0
85,1552504309753024512,moscow redeploying troops kherson zaporizhia kyiv adviser,politics,Love,Fear,0.0,Neutral,AJEnglish,0,4,0,0,0,0
86,1552503131661111296,rt can you debate by yourself presidential tv debate went ahead kenya with just one candidate after his rival pulled o,politics,Sadness,Surprise,0.0,Neutral,AJEnglish,0,0,0,0,0,0
87,1552600870088491008,washington offers swap russian arms dealer viktor bout us citizens brittney griner paul whelan,business,Love,Fear,0.0,Positive,AJEnglish,0,0,0,0,0,0
88,1552597279118336000,here are five takeaways kenyan deputy president william rutos solo debate,politics,Love,Fear,0.0,Neutral,AJEnglish,2,1,0,1,0,0
89,1552904375512752128,could this tree chile be worlds oldest living thing,entertainment,Love,Sad,0.0,Neutral,AJEnglish,0,1,0,0,0,0
90,1552889213493907457,senegal legislative poll tests ruling party ahead 2024 vote,politics,Love,Fear,0.0,Neutral,AJEnglish,1,0,0,0,0,0
91,1552885411768328197,former us democrat andrew yang launches centrist forward party,politics,Sadness,Fear,0.0,Neutral,AJEnglish,7,3,0,0,0,0
92,1552881629806432257,more desperate they are more brutal they become,sport,Sadness,Fear,0.75,Negative,AJEnglish,0,0,0,0,0,0
93,1552877852105777152,russia ukraine war list key events day 155,business,Love,Sad,1.0,Neutral,AJEnglish,0,3,0,0,0,0
94,1552874117812162560,who is viktor bout russian man at centre us prisoner swap,business,Joy,Sad,0.0,Neutral,AJEnglish,3,0,1,1,0,0
95,1552870304254402562,uefa probes fenerbahce after putin chant against dynamo kyiv,sport,Love,Sad,0.0,Neutral,AJEnglish,2,6,0,0,0,0
96,1552866702433652736,protests against military administration paralyse guinea capital,business,Sadness,Fear,0.1,Negative,AJEnglish,0,0,0,0,0,0
97,1552861214895755266,rt this designer has come up with alternative plastic made humble egg,entertainment,Love,Sad,0.4,Negative,AJEnglish,0,0,0,0,0,0
98,1552861072037756928,how keep cool safe heatwave,entertainment,Love,Fear,0.575,Positive,AJEnglish,2,2,0,0,0,0
99,1552858954849550342,russias gas cuts throw fuel asias energy security woes,business,Fear,Fear,0.0,Neutral,AJEnglish,1,1,0,0,0,0
100,1552855180038705153,al sadr had ordered his parliamentary bloc resign en masse june after parliament failed form govt heres look at what happened,politics,Fear,Sad,0.3,Negative,AJEnglish,0,0,0,0,0,0
101,1552851413012815872,at least 17 people have been killed dozens wounded southern syrian province sweida,business,Fear,Fear,0.13333333333333333,Negative,AJEnglish,1,1,0,0,0,0
102,1552842062764163073,rt hundreds demonstrators mostly supporters iraqi shia cleric muqtada al sadr stormed iraqs parliament wednesday,politics,Sadness,Sad,0.5,Positive,AJEnglish,0,0,0,0,0,0
103,1552840080498343938,debt shadow clouds kenyas forthcoming presidential polls,politics,Love,Fear,0.0,Neutral,AJEnglish,6,1,0,0,0,0
104,1552838894701486082,g7 calls myanmar refrain more arbitrary executions,business,Sadness,Fear,0.55,Positive,AJEnglish,0,0,0,0,0,0
105,1552836309219266560,jetblue agrees buy spirit airlines 3 8bn,business,Love,Sad,0.0,Neutral,AJEnglish,1,1,0,0,0,0
106,1552828755835379712,you never invite wolf into your den many indigenous people canada see popes visit as reminder horrors committed against them,entertainment,Fear,Fear,0.5,Positive,AJEnglish,0,2,0,0,0,0
107,1552824981569949700,more than decade after fukushima disaster shattered confidence nuclear power asia is undergoing nuclear renaissance,business,Fear,Fear,0.5,Positive,AJEnglish,0,3,0,0,0,0
108,1552822367050678273,rt only beautiful thing we have left is football meet fans moroccan football club raja casablanca who share wha,sport,Love,Happy,0.6666666666666666,Positive,AJEnglish,0,0,0,0,0,0
109,1553285531747901442,russia invented pretext that russia was de nazifying ukraine so we knew they would try destroy anything related ukrainian history battle save ukraines cultural heritage,business,Love,Fear,0.16666666666666666,Negative,AJEnglish,1,2,0,0,0,0
110,1553282135557115906,this vietnamese father built wooden replica french ebr105 tank his 3 year old son,entertainment,Love,Sad,0.06666666666666667,Positive,AJEnglish,0,0,0,0,0,0
111,1553278186234212353,russia ukraine war july 30 updates ukrainian president volodymyr zelenskyy has called russia be recognised as state sponsor terrorism follow our live coverage,business,Love,Fear,0.5,Positive,AJEnglish,3,6,0,1,0,0
112,1553270440835125249,north korea reports no new fever cases first time since may,business,Fear,Fear,0.3939393939393939,Positive,AJEnglish,2,1,0,0,0,0
113,1553264148636639233,myanmar military has been accused using russian made yak 130 aircraft against civilians as it seeks stamp out opposition its rule,business,Sadness,Fear,0.05,Negative,AJEnglish,6,1,0,2,1,0
114,1553234822742638592,rt colombia has widest variety butterfly species world meet photographer who has carefully compiled deta,entertainment,Love,Sad,1.0,Negative,AJEnglish,0,0,0,0,0,0
115,1553221344359133186,nasa says images worlds largest most powerful space telescope usher dawn new era astronomy,tech,Love,Fear,0.6515151515151515,Positive,AJEnglish,5,3,0,0,0,0
116,1553213800412758017,as fuel prices rise pay rates stay same south korea driver labour rights leader is fighting increasing precarity,business,Love,Fear,0.125,Neutral,AJEnglish,1,4,0,0,0,0
117,1553210018211799043,this chinese company dethroned tesla this month as worlds top seller electric cars is no household name,business,Fear,Fear,0.25,Positive,AJEnglish,8,1,0,1,0,0
118,1553198693473341440,south koreas economy beats growth forecasts,business,Love,Fear,0.0,Neutral,AJEnglish,3,2,0,0,0,0
119,1553194918553604096,as temperatures keep rising around world we take look at risks heatwaves main recommendations keep safe,business,Love,Fear,0.41666666666666663,Positive,AJEnglish,3,3,0,0,0,0
120,1553191143998861312,it is now africas turn send democracy experts west by,politics,Love,Fear,0.0,Neutral,AJEnglish,6,3,0,1,0,0
121,1553187368919859204,russian private military firm wagner group has likely been given responsibility specific sectors front line eastern ukraine uk says,business,Love,Fear,0.3333333333333333,Negative,AJEnglish,7,2,0,1,0,0
122,1553178164909703171,rt as holiday season peak funnels through europes airports journalist explains whats behind travel cha,business,Love,Fear,0.7,Negative,AJEnglish,0,0,0,0,0,0
123,1553176199874183168,about 70 cases monkeypox outbreak that began may have been found europe 25 americas read more,tech,Love,Fear,0.5,Positive,AJEnglish,3,5,0,2,0,0
124,1553172656966467584,many low income people have taken over sao paulos vacant buildings avoid living streets,business,Fear,Fear,0.4,Positive,AJEnglish,2,1,0,0,0,0
125,1553171021431296003,moldovans fear russian invasion as tensions between breakaway region transnistria chisinau heat up,business,Joy,Fear,0.0,Neutral,AJEnglish,2,2,0,0,0,0
126,1553164562253463552,red cross seeks access site deadly attack facility holding ukrainian prisoners war has offered help evacuate wounded,politics,Fear,Fear,0.13333333333333333,Negative,AJEnglish,0,3,0,0,0,0
127,1553163502675795968,rt tree rings like bar code this tree chile is thought be worlds oldest living thing which scientists,tech,Love,Surprise,0.0,Neutral,AJEnglish,0,0,0,0,0,0
128,1553153397389512704,lesbianism kills teams african womens football homophobia still poses barrier,sport,Sadness,Fear,0.0,Neutral,AJEnglish,6,2,1,0,1,0
129,1553656379201691648,supporters powerful iraqi leader muqtada al sadr who have occupied countrys parliament say they have no plans leave,politics,Sadness,Fear,1.0,Positive,AJEnglish,0,0,0,1,0,0
130,1553648207162400770,ukrainian military says it has killed dozens russian soldiers fighting south including kherson region that is focus kyivs counteroffensive key link moscows supply lines,business,Sadness,Fear,0.275,Negative,AJEnglish,0,0,0,0,0,0
131,1553644208744980481,rt meet 7 year old iranian girl who dreams becoming racing champion,sport,Love,Sad,0.525,Positive,AJEnglish,0,0,0,0,0,0
132,1553641019291353088,russia ukraine war july 31 updates ukraines president zelenskyy says his government is ordering mandatory evacuation people eastern donetsk region scene fierce fighting with russia follow our live coverage,business,Love,Fear,0.5,Positive,AJEnglish,5,5,0,0,0,0
133,1553636608888520704,police have arrested italian man slaying nigerian vendor whose brutal beating death was filmed by onlookers without any apparent attempt intervene physically,entertainment,Sadness,Fear,0.3732142857142857,Negative,AJEnglish,3,4,1,2,0,0
134,1553629055286747138,i got one stone i got 100 000 it i took another 50 truckloads that area it was all crap materials risking it all find coveted black opal,entertainment,Love,Sad,0.6166666666666667,Negative,AJEnglish,2,2,0,0,0,0
135,1553625321475375109,rt this maths teacher invented solar powered car hopes making affordable solar cars people lower incomes,business,Love,Sad,0.0,Neutral,AJEnglish,0,0,0,0,0,0
136,1553606545967140864,uefa probes fenerbahce after putin chant against dynamo kyiv,sport,Love,Sad,0.0,Neutral,AJEnglish,2,1,0,4,0,0
137,1553598891328667649,pink diamond found angola believed be largest 300 years,business,Love,Fear,0.3,Negative,AJEnglish,8,2,0,0,0,0
138,1553591282370584577,this nigerian artist can create intricate portraits using hammer nails,tech,Love,Sad,0.0,Neutral,AJEnglish,9,1,0,0,0,0
139,1553576276782350337,uk adviser warns nuclear war risk amid communication breakdown,politics,Joy,Fear,0.0,Neutral,AJEnglish,4,3,1,2,0,0
140,1553576206464860160,this woman married herself becoming first example sologamy india,entertainment,Love,Fear,0.4777777777777778,Positive,AJEnglish,5,1,1,2,1,0
141,1553561081867431938,this snake like robot is designed reach climb through narrow spaces help rescue disaster survivors access dangerous spaces,tech,Sadness,Sad,0.65,Negative,AJEnglish,2,2,0,0,0,0
142,1553546065898520576,ukraine steps up counteroffensive against russian forces,business,Sadness,Fear,0.0,Neutral,AJEnglish,5,3,1,1,0,0
143,1553546006255607808,new study takes us step closer ultimate goal cancer treatment provide individual personalised care each patient specific their tumour,tech,Love,Fear,0.4948863636363636,Positive,AJEnglish,1,2,0,0,0,0
144,1553531096373010434,syrian ship carrying stolen ukrainian grain docks lebanon,tech,Fear,Fear,0.0,Neutral,AJEnglish,5,5,0,0,0,0
145,1553530908896018438,contrary fiction promoted by hollywood starry eyed company subterranean world spies does not have glamorous if not noble cachet writes andrew mitrovica,entertainment,Love,Fear,0.9,Negative,AJEnglish,5,4,0,1,0,0
146,1553515895888248832,ukraines zelenskyy announces evacuation donetsk region,business,Fear,Fear,0.0,Neutral,AJEnglish,2,4,1,3,0,0
147,1553515531394699264,meet 7 year old iranian girl who dreams becoming racing champion,sport,Love,Sad,0.525,Positive,AJEnglish,6,2,0,1,0,0
148,1553500851343343618,china says closely tracking rocket debris hurtling towards earth,tech,Joy,Fear,0.0,Neutral,AJEnglish,6,3,1,0,0,0
149,1554188111151878150,al jazeera media network slams egypts detention renewal its journalist rabie el sheikh by 45 days after holding him without trial or charge year,politics,Fear,Fear,0.0,Neutral,AJEnglish,0,0,0,0,0,0
150,1554177915478228998,with more than 200 associated symptoms long covid is tricky diagnose remains huge burden individuals communities understanding its underlying causes is crucial writes,politics,Joy,Fear,0.7,Positive,AJEnglish,2,3,0,0,0,0
151,1554172503156834304,i am hoping history does not repeat itself again zimbabwe electoral appointments spark controversy ahead 2024,politics,Love,Fear,0.0,Neutral,AJEnglish,1,1,0,0,0,0
152,1554160279587397633,pakistans balochistan alone worst hit province this year floods have killed 136 people destroyed more than 4 000 homes says countrys national disaster management authority,business,Fear,Sad,0.5,Negative,AJEnglish,0,0,0,0,0,0
153,1554156505271877632,china has been celebrating its army day marking founding peoples liberation army 95 years ago but how strong is chinas military today will it surpass us,business,Love,Sad,0.41666666666666663,Positive,AJEnglish,9,5,2,4,0,0
154,1554153988219625477,spread by dry fuels extreme drought conditions high temperatures thousands people evacuate as california states mckinney fire spreads,business,Fear,Fear,0.7133333333333334,Negative,AJEnglish,2,0,0,0,0,0
155,1554151498367516676,dubais emirates airline plans reduce flights nigeria this month due troubles repatriating revenue africas most populous nation according letter sent government,business,Love,Fear,0.4375,Positive,AJEnglish,0,1,0,0,0,0
156,1554136875425615872,did russia deliberately kill oleksiy vadatursky ukraines grain tycoon,business,Sadness,Fear,0.0,Neutral,AJEnglish,0,0,0,0,0,0
157,1554134375645716482,african union has yet again squandered opportunity define itself as union rules rather than merely club incumbents writes,sport,Love,Fear,0.25,Negative,AJEnglish,4,2,0,1,0,0
158,1554124968635650050,ensure we are free corrupt elites with suspicious wealth we need know who owns what uk enacts ownership register property held by foreigners,business,Joy,Fear,0.9,Negative,AJEnglish,0,0,0,0,0,0
159,1554123151671427073,rt decades ago borders drawn between india pakistan forced millions people like mr khanna flee their homes follo,politics,Fear,Fear,0.2,Negative,AJEnglish,0,0,0,0,0,0
160,1554115852412358657,moscow sanctions 39 uk officials business people journalists barring them entering russia supporting its demonisation international isolation list includes former pm david cameron labour partys keir starmer live updates,business,Sadness,Fear,0.1875,Positive,AJEnglish,0,0,0,0,0,0
161,1554110954698416128,he acts like seven year old how elon musks antics are turning tesla owners new buyers against ev giant,entertainment,Love,Fear,0.5515151515151515,Positive,AJEnglish,6,4,0,1,0,0
162,1554108367286767617,outrage grows indian administered kashmir over continuing clampdown press freedom after another kashmiri journalist is stopped by indian authorities flying abroad,politics,Sadness,Fear,0.0,Neutral,AJEnglish,4,2,1,0,0,0
163,1554101874076389377,japans cats dogs get wearable fans beat scorching heat,entertainment,Love,Happy,0.0,Neutral,AJEnglish,8,1,0,1,0,0
164,1554089570995683328,no one is here help us we hear some people affected by devastating drought somalia where more than 7 million people are facing hunger situation made worse by russias war ukraine,politics,Fear,Sad,0.7000000000000001,Negative,AJEnglish,4,4,0,2,0,0
165,1554085789063069696,india confirms asias first monkeypox death,business,Joy,Fear,0.3333333333333333,Positive,AJEnglish,3,4,0,0,0,0
166,1554082058271686656,supporters iraqi shia leader muqtada al sadr have erected tents prepared open ended sit at countrys parliament baghdad pictures,politics,Love,Fear,0.5,Neutral,AJEnglish,4,2,0,0,0,0
